sample,oxide,n,mean,2SD,2RSD%,2SE
UnkA-C21MI_20,MnO,3,0.2392,0.005574943945906558,2.3306621847435443,0.003218695387886226
UnkA-C21MI_20,CaO,3,0.33926666666666666,0.008904680417248765,2.6246847368585473,0.005141119635946164
UnkA-C21MI_20,Cr2O3,3,0.032266666666666666,0.007635007094517551,23.6622120697858,0.00440807340128441
UnkA-C21MI_20,NiO,3,0.21033333333333334,0.02105453237033141,10.010078781457088,0.012155839931672529
UnkA-C21MI_20,Al2O3,3,0.030033333333333332,0.005787342510456184,19.269730889421258,0.003341323756304443
UnkA-C21MI_20,Fo,3,85.09991038550768,0.10146414388677909,0.11922943681978096,0.058580350786126834
UnkA-C21MI_21,SiO2,3,40.56251387401087,1.0335081321841089,2.547939053763372,0.5966961983261626
UnkA-C21MI_21,MgO,3,46.53666666666667,0.13316656236958974,0.2861540628241309,0.07688375063113972
UnkA-C21MI_21,FeO,3,13.770000000000001,0.1743559577416276,1.2662015812754364,0.10066445913694372
UnkA-C21MI_21,MnO,3,0.2217,0.004044749683231322,1.8244247556298248,0.002335237318418257
UnkA-C21MI_21,CaO,3,0.3826,0.04637801203156515,12.121801367371969,0.02677635773090384
UnkA-C21MI_21,Cr2O3,3,0.03326666666666667,0.011472285445077335,34.485827991214435,0.0066235270899356255
UnkA-C21MI_21,NiO,3,0.19233333333333333,0.01012982395371872,5.266806215105054,0.005848456586523022
UnkA-C21MI_21,Al2O3,3,0.028433333333333335,0.011316065276116668,39.798588309906215,0.0065333333333333354
UnkA-C21MI_21,Fo,3,85.76362829941507,0.1758435285936478,0.20503275348816732,0.10152330856879621
UnkA-C21MI_22,SiO2,3,39.622534100464776,1.4362178670402659,3.624750157066352,0.8292007721506477
UnkA-C21MI_22,MgO,3,45.913333333333334,0.14468356276140684,0.31512319463062327,0.08353309390761236
UnkA-C21MI_22,FeO,3,14.723333333333334,0.26407069760451146,1.7935523948687668,0.15246128834705697
UnkA-C21MI_22,MnO,3,0.25310000000000005,0.0034176014981269595,1.3502969174741049,0.0019731531449264685
UnkA-C21MI_22,CaO,3,0.34873333333333334,0.00952120440560617,2.7302249299195673,0.0054970699265861735
UnkA-C21MI_22,Cr2O3,3,0.021433333333333332,0.009148406054244274,42.68307645837142,0.005281834698073934
UnkA-C21MI_22,NiO,3,0.18763333333333332,0.02413489866010076,12.862799072713143,0.013934290238273514
UnkA-C21MI_22,Al2O3,3,0.037399999999999996,0.017084495895401782,45.68047030856092,0.009863738304179276
UnkA-C21MI_22,Fo,3,84.7531487101921,0.2658787156791637,0.3137095432151067,0.15350514806915716
UnkA-C21MI_23,SiO2,3,39.64916632503857,0.19969364412674243,0.5036515584960365,0.11529317919203208
UnkA-C21MI_23,MgO,3,43.120000000000005,0.26153393661244745,0.606525827023301,0.15099668870541907
UnkA-C21MI_23,FeO,3,18.323333333333334,0.03055050463303634,0.16673005984920689,0.017638342073762442
UnkA-C21MI_23,MnO,3,0.31629999999999997,0.0036166282640049934,1.1434170926351546,0.002088061301782092
UnkA-C21MI_23,CaO,3,0.33453333333333335,0.016685722439658754,4.987760793042672,0.00963350634216036
UnkA-C21MI_23,Cr2O3,3,0.0064333333333333334,0.01110375311925357,172.59719874487413,0.006410754852416195
UnkA-C21MI_23,NiO,3,0.1559,0.018600000000000005,11.930724823604878,0.010738715006927043
UnkA-C21MI_23,Al2O3,3,0.0289,0.00779487010796203,26.971868885681765,0.004500370355130045
UnkA-C21MI_23,Fo,3,80.75011300444528,0.06910607037788899,0.08558015314985963,0.039898408335311435
UnkA-C21MI_24,SiO2,4,38.93596151809741,1.2818924218274885,3.2923096588526928,0.6409462109137443
UnkA-C21MI_24,MgO,4,42.06,0.09933109617167833,0.23616523103109446,0.049665548085839166
UnkA-C21MI_24,FeO,4,19.6175,0.3893156388673144,1.9845323760281095,0.1946578194336572
UnkA-C21MI_24,MnO,4,0.369575,0.006595705673643496,1.7846731174033676,0.003297852836821748
UnkA-C21MI_24,CaO,4,0.34455,0.04224136992728023,12.259866471420759,0.021120684963640116
UnkA-C21MI_24,Cr2O3,4,0.0006000000000000001,0.00139522996909709,232.5383281828483,0.000697614984548545
UnkA-C21MI_24,NiO,4,0.0914,0.0008485281374238595,0.9283677652339819,0.00042426406871192974
UnkA-C21MI_24,Al2O3,4,0.0322,0.012557069721873804,38.99711093749629,0.006278534860936902
