No.,MgO,MnO,FeO,SiO2,CaO,Cr2O3,NiO,Al2O3,Total,Comment,material,is_std,sample,spot,datetime,curr_A,minutes,bracket,k_Si,SiO2_corr,Total_corr,MT_raw,MT_corr,fail_contam,Fo,keep
106,46.05,0.2411,14.31,39.94581893995651,0.3391,0.0294,0.2025,0.0267,100.9888,UnkA-C21MI_20_3,UnkA-C21MI_20,False,UnkA-C21MI_20,3.0,2017-03-02 08:08:00,9.863e-08,356.0,,1.0039160326704326,39.94581893995651,101.1446189399565,2.0444340111214894,2.036459170477896,False,85.15506995885612,True
107,46.57,0.2232,13.67,39.96607984934661,0.371,0.0267,0.1978,0.0347,100.9334,UnkA-C21MI_21_1,UnkA-C21MI_21,False,UnkA-C21MI_21,1.0,2017-03-02 08:12:00,9.86e-08,360.0,,1.0031646548530775,39.96607984934661,101.05947984934662,2.0482737785164966,2.0418121477939075,False,85.86107909595479,True
108,46.58,0.2194,13.81,40.87604772314979,0.3675,0.0358,0.1878,0.0237,101.9941,UnkA-C21MI_21_2,UnkA-C21MI_21,False,UnkA-C21MI_21,2.0,2017-03-02 08:15:00,9.864e-08,363.0,,1.002601121490061,40.87604772314979,102.10014772314979,2.00442005815365,1.9992198444528873,False,85.7395553518834,True
109,46.46,0.2225,13.83,40.84541404953621,0.4093,0.0373,0.1914,0.0269,101.9473,UnkA-C21MI_21_3,UnkA-C21MI_21,False,UnkA-C21MI_21,3.0,2017-03-02 08:19:00,9.86e-08,367.0,,1.0018497436727056,40.84541404953621,102.0227140495362,2.001676430371585,1.9979806782537968,False,85.69025045040705,True
110,45.95,0.2533,14.75,39.340535203067695,0.3542,0.0266,0.1771,0.031,100.8322,UnkA-C21MI_22_1,UnkA-C21MI_22,False,UnkA-C21MI_22,1.0,2017-03-02 08:22:00,9.857e-08,370.0,,1.0012862103096893,39.340535203067695,100.8827352030677,2.076177389984625,2.073510419505808,False,84.74005727009141,True
111,45.96,0.2547,14.58,39.08822776153704,0.3455,0.0179,0.2008,0.0341,100.4529,UnkA-C21MI_22_2,UnkA-C21MI_22,False,UnkA-C21MI_22,2.0,2017-03-02 08:25:00,9.86e-08,373.0,,1.0007226769466728,39.08822776153704,100.48112776153704,2.0854243035110707,2.083918303794169,False,84.89214945472195,True
112,45.83,0.2513,14.84,40.4388393367896,0.3465,0.0198,0.185,0.0471,101.9596,UnkA-C21MI_22_3,UnkA-C21MI_22,False,UnkA-C21MI_22,3.0,2017-03-02 08:29:00,9.86e-08,377.0,,0.9999712991293176,40.4388393367896,101.9584393367896,2.014485559970581,2.0145433791195893,False,84.62723940576292,True
113,43.27,0.3146,18.34,39.69647645623748,0.3249,0.0066,0.1652,0.0282,102.1694,UnkA-C21MI_23_1,UnkA-C21MI_23,False,UnkA-C21MI_23,1.0,2017-03-02 08:32:00,9.852e-08,380.0,,0.9994077657663011,39.69647645623748,102.14587645623747,2.0289793782441436,2.030181721360163,False,80.78998837287763,True
114,43.06,0.3182,18.32,39.71656454872958,0.3393,0.0119,0.1466,0.0331,101.999,UnkA-C21MI_23_2,UnkA-C21MI_23,False,UnkA-C21MI_23,2.0,2017-03-02 08:36:00,9.853e-08,384.0,,0.9986563879489458,39.71656454872958,101.94556454872958,2.018224511709175,2.0209398708741375,False,80.73134940926185,True
115,43.03,0.3161,18.31,39.534457970148665,0.3394,0.0008,0.1559,0.0254,101.7875,UnkA-C21MI_23_3,UnkA-C21MI_23,False,UnkA-C21MI_23,3.0,2017-03-02 08:39:00,9.856e-08,387.0,,0.9980928545859294,39.534457970148665,101.71195797014866,2.0251833420742544,2.0290530412768315,False,80.72900123119636,True
116,42.12,0.3706,19.46,39.532087000064045,0.3691,0.0011,0.091,0.0406,102.0824,UnkA-C21MI_24_1,UnkA-C21MI_24,False,UnkA-C21MI_24,1.0,2017-03-02 08:42:00,9.859e-08,390.0,,0.9975293212229129,39.532087000064045,101.98448700006405,2.0148485256604616,2.0198388987607645,False,79.41636303681555,True
117,42.03,0.3735,19.53,39.44250322055792,0.3527,0.0,0.0911,0.0326,101.9799,UnkA-C21MI_24_2,UnkA-C21MI_24,False,UnkA-C21MI_24,2.0,2017-03-02 08:46:00,9.864e-08,394.0,,0.9967779434055577,39.44250322055792,101.85240322055792,2.0156124460251057,2.0221278564196883,False,79.32254293649713,True
118,42.08,0.3657,19.58,38.46383837174252,0.3364,0.0,0.0916,0.0257,101.0894,UnkA-C21MI_24_3,UnkA-C21MI_24,False,UnkA-C21MI_24,3.0,2017-03-02 08:49:00,9.856e-08,397.0,,0.9962144100425413,38.46383837174252,100.94323837174252,2.068129226815814,2.075988066391751,False,79.30009660398669,True
119,42.01,0.3685,19.9,38.30541748002515,0.32,0.0013,0.0919,0.0299,101.2015,UnkA-C21MI_24_4,UnkA-C21MI_24,False,UnkA-C21MI_24,4.0,2017-03-02 08:53:00,9.863e-08,401.0,,0.995463032225186,38.30541748002515,101.02691748002515,2.0789702820715945,2.08844549196811,False,79.00512453740704,True
120,44.46,0.2868,16.78,39.000060355397046,0.376,0.0242,0.1676,0.0307,101.3253,UnkA-C21MI_25_1,UnkA-C21MI_25,False,UnkA-C21MI_25,1.0,2017-03-02 08:56:00,9.857e-08,404.0,,0.9948994988621696,39.000060355397046,101.12536035539705,2.068713415455385,2.0793189843007234,False,82.52671029351212,True
121,44.39,0.2787,16.71,39.723721821691164,0.3757,0.0221,0.1535,0.0329,101.9129,UnkA-C21MI_25_2,UnkA-C21MI_25,False,UnkA-C21MI_25,2.0,2017-03-02 08:59:00,9.851e-08,407.0,,0.994335965499153,39.723721821691164,101.68662182169115,2.0253353087799497,2.036872223326689,False,82.56423814313285,True
122,44.51,0.2908,16.67,38.42191600565512,0.3741,0.0082,0.1594,0.0303,100.7127,UnkA-C21MI_25_3,UnkA-C21MI_25,False,UnkA-C21MI_25,3.0,2017-03-02 09:03:00,9.861e-08,411.0,,0.9935845876817978,38.42191600565512,100.46461600565512,2.0964795980015665,2.1100162220642034,False,82.63748140229495,True
123,43.89,0.3024,17.23,39.37328480373968,0.3706,0.0096,0.1474,0.0299,101.6298,UnkA-C21MI_26_1,UnkA-C21MI_26,False,UnkA-C21MI_26,1.0,2017-03-02 09:06:00,9.86e-08,414.0,,0.9930210543187814,39.37328480373968,101.35308480373968,2.0330730232613385,2.0473614475939175,False,81.95173377449925,True
124,43.86,0.3078,17.11,39.509733909249,0.3638,0.0063,0.1474,0.0269,101.6321,UnkA-C21MI_26_2,UnkA-C21MI_26,False,UnkA-C21MI_26,2.0,2017-03-02 09:09:00,9.863e-08,417.0,,0.9924575209557649,39.509733909249,101.33183390924899,2.02118946892955,2.036550105422232,False,82.04480536578416,True
125,43.65,0.3096,17.5,39.07322203965334,0.3799,0.0081,0.1461,0.0315,101.4252,UnkA-C21MI_26_3,UnkA-C21MI_26,False,UnkA-C21MI_26,3.0,2017-03-02 09:13:00,9.863e-08,421.0,,0.9917061431384097,39.07322203965334,101.09842203965334,2.0430046192933218,2.0600907168205222,False,81.63855846491559,True
