,Li7,B11,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Sc45,Ti47,V51,Mn55,Fe57,As75,Rb85,Sr88,Y89,Zr90,Nb93,Cs133,Ba138,La139,Ce140,Pr141,Nd146,Sm147,Eu151,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,Pb208,Th232,U238
011GOR128,0.0667,0.253,1.53,0.184,1.06,250.3,4.27,28.18,231.93,0.177,0.745,0.0613,0.552,26.17,0.0755,0.0506,0.00988,0.0211,0.0173,0.00914,0.0135,0.0149,0.0,0.0,0.00722,0.0381,0.0216,0.00648,0.0501,0.00475,0.0276,0.00696,0.0148,0.0049,0.0161,0.00523,0.0252,0.00597,0.0236,0.0152,0.00998
012GOR128,0.0773,0.266,1.78,0.224,1.23,283.61,4.97,32.22,262.47,0.214,0.432,0.0735,0.613,29.78,0.087,0.0586,0.0,0.0267,0.0402,0.0183,0.0152,0.0173,0.00888,0.0,0.0106,0.0,0.025,0.0199,0.0367,0.0055,0.0,0.0057,0.0172,0.00803,0.0186,0.00428,0.0253,0.00692,0.0223,0.0108,0.00731
013BCR2G,0.0707,0.238,1.43,0.166,0.992,231.03,4.02,26.13,210.79,0.16,0.598,0.0598,0.479,23.72,0.0702,0.0448,0.0159,0.0231,0.0278,0.012,0.0121,0.0325,0.0101,0.00713,0.00423,0.0354,0.02,0.0104,0.0294,0.0044,0.0,0.00457,0.0169,0.0,0.0211,0.00593,0.0261,0.0032,0.0283,0.00706,0.00413
014BCR2G,0.0594,0.256,1.49,0.183,1.04,240.67,4.13,27.27,227.04,0.174,0.511,0.0562,0.506,25.11,0.079,0.0541,0.0136,0.0158,0.0,0.025,0.0131,0.0177,0.0,0.0,0.00443,0.0,0.0363,0.00628,0.0533,0.0,0.0134,0.00827,0.0227,0.00475,0.0156,0.00507,0.0,0.0,0.0187,0.00522,0.00966
015MC22-1-16,0.0751,0.26,1.54,0.144,1.09,254.46,4.22,28.8,253.55,0.188,0.782,0.0557,0.555,26.01,0.0705,0.0531,0.0104,0.0171,0.0182,0.0135,0.0132,0.0222,0.0,0.014,0.00339,0.0,0.0,0.0167,0.0,0.00352,0.0145,0.00517,0.0246,0.00515,0.0239,0.00672,0.0229,0.00512,0.0185,0.0113,0.00661
016MC22-1-20,0.0341,0.147,0.977,0.098,0.671,156.85,2.72,17.89,142.02,0.11,0.595,0.0407,0.342,16.44,0.0486,0.0275,0.00645,0.0106,0.0,0.0168,0.00581,0.0138,0.0071,0.00502,0.00298,0.0,0.0,0.00423,0.0293,0.00309,0.0,0.00393,0.00967,0.00226,0.0105,0.0,0.00821,0.00225,0.0136,0.00608,0.0029
017MC22-1-21,0.0721,0.212,1.55,0.185,1.04,242.24,4.19,27.71,225.8,0.175,0.728,0.065,0.523,24.94,0.0729,0.0494,0.0,0.00919,0.024,0.0199,0.0123,0.0253,0.0,0.0106,0.00631,0.0,0.0211,0.011,0.058,0.0,0.0191,0.00681,0.0177,0.00587,0.0272,0.0,0.0213,0.00754,0.0218,0.00743,0.00435
018MC22-1-26,0.049,0.266,1.46,0.147,1.02,233.96,4.0,26.63,214.16,0.167,0.495,0.0644,0.502,23.33,0.0827,0.0523,0.00929,0.0177,0.0,0.021,0.0126,0.0243,0.0102,0.0102,0.00858,0.0358,0.0406,0.00609,0.0422,0.00315,0.0183,0.00327,0.0197,0.0,0.0151,0.00491,0.0167,0.00794,0.0166,0.0,0.00934
019MC22-1-26B,0.0729,0.247,1.44,0.186,1.03,234.0,3.96,26.71,221.59,0.176,0.715,0.0648,0.524,22.73,0.0761,0.0495,0.0134,0.018,0.0166,0.0231,0.00965,0.0351,0.0,0.0,0.00438,0.0,0.0207,0.0108,0.0305,0.00643,0.0,0.00334,0.0142,0.00577,0.0,0.0,0.0121,0.0074,0.017,0.0,0.0
020MC22-1-27,0.0342,0.13,0.87,0.0871,0.591,137.38,2.38,15.61,125.82,0.105,0.691,0.0362,0.289,14.14,0.044,0.0226,0.0053,0.00503,0.0,0.0069,0.00842,0.015,0.00414,0.0,0.00458,0.0,0.0116,0.00601,0.017,0.0,0.0074,0.00417,0.0112,0.00263,0.0,0.00485,0.0135,0.0032,0.0112,0.00576,0.00532
021MC22-2-1,0.0961,0.442,2.29,0.3,1.62,374.6,6.47,42.6,371.33,0.274,1.59,0.0872,0.814,38.54,0.118,0.0853,0.0,0.0316,0.0452,0.0274,0.0202,0.0355,0.0,0.0164,0.0119,0.0811,0.0652,0.0169,0.0587,0.0,0.0416,0.00909,0.0158,0.00523,0.0485,0.00556,0.0189,0.0052,0.0337,0.00809,0.00946
022MC22-2-5,0.0278,0.159,0.997,0.132,0.696,161.9,2.79,18.52,152.57,0.113,0.504,0.0443,0.358,16.61,0.0514,0.0284,0.0,0.0142,0.0117,0.0123,0.00933,0.016,0.00523,0.0,0.00437,0.0,0.0,0.00438,0.0263,0.00227,0.0,0.00527,0.00708,0.0,0.0154,0.0,0.0147,0.00233,0.0151,0.00726,0.00735
023MC22-2-8,0.0484,0.231,1.28,0.115,0.881,205.75,3.55,23.53,190.23,0.149,0.653,0.0547,0.454,20.7,0.0626,0.0402,0.0,0.0164,0.0,0.0138,0.00972,0.0207,0.0,0.00677,0.0075,0.0,0.019,0.0114,0.0,0.00416,0.0271,0.00683,0.00918,0.0,0.02,0.00458,0.011,0.00428,0.023,0.00471,0.00674
024KL2,0.0895,0.22,1.6,0.217,1.13,260.1,4.34,29.68,268.31,0.188,0.791,0.0747,0.556,26.63,0.0862,0.059,0.0,0.0172,0.0184,0.0193,0.0128,0.0274,0.0,0.00819,0.00485,0.0,0.023,0.00687,0.0,0.00356,0.0,0.00827,0.0111,0.0,0.0242,0.00679,0.0189,0.00366,0.0206,0.00805,0.00665
025KL2,0.0454,0.233,1.43,0.191,1.02,231.32,3.85,26.52,210.75,0.172,0.603,0.0612,0.515,23.34,0.0696,0.0439,0.0,0.0124,0.0324,0.0208,0.0112,0.00985,0.0,0.0144,0.00427,0.0355,0.0286,0.00855,0.0595,0.0,0.0182,0.00797,0.0169,0.00563,0.0151,0.00345,0.0117,0.00322,0.0246,0.00868,0.0
026KL2,0.0753,0.266,1.66,0.191,1.16,267.06,4.51,30.53,242.73,0.196,0.816,0.0595,0.589,26.99,0.0915,0.0527,0.0108,0.0205,0.0379,0.0173,0.0167,0.0258,0.0085,0.00846,0.00867,0.0,0.0237,0.0,0.0493,0.00367,0.0262,0.00853,0.0114,0.0066,0.0306,0.00404,0.0,0.00654,0.023,0.00587,0.00485
027N612,0.0391,0.192,1.16,0.123,0.79,186.45,3.17,21.34,163.6,0.136,0.56,0.0639,0.402,18.78,0.0568,0.0362,0.0105,0.0122,0.013,0.0137,0.00791,0.021,0.00584,0.00822,0.00543,0.0286,0.023,0.0109,0.0169,0.00356,0.0104,0.00524,0.00786,0.00262,0.0297,0.0,0.00943,0.0,0.0146,0.0,0.00665
028BCR2G,0.0561,0.31,1.62,0.141,1.13,257.84,4.44,29.57,231.51,0.187,0.569,0.0637,0.571,25.75,0.0797,0.0481,0.0151,0.0175,0.0264,0.0196,0.0148,0.0301,0.0119,0.0118,0.00698,0.0581,0.0405,0.00988,0.0243,0.00809,0.0,0.00922,0.0,0.00532,0.0246,0.00797,0.0235,0.0,0.0149,0.0,0.00478
029MC22-2-9,0.068,0.293,1.54,0.127,1.04,247.04,4.03,28.25,243.53,0.186,0.856,0.0694,0.539,24.42,0.0784,0.0529,0.0,0.0215,0.0178,0.0264,0.0123,0.0307,0.0,0.0,0.00576,0.0,0.0223,0.0,0.0402,0.00487,0.0201,0.00877,0.0152,0.0,0.0235,0.00537,0.0182,0.00355,0.0283,0.011,0.00643
