No.,element,peak_mm,net_cps,bg_minus,bg_plus,sd_pct,dl_ppm,flagged
61,Cl,151.478,233.0,10.1,7.3,1.24,46.0,False
61,F,199.14,0.2,3.2,2.7,227.95,349.0,True
61,K,119.485,189.6,24.3,20.9,1.48,55.0,False
61,Mn,146.243,0.5,2.2,1.5,76.34,272.0,True
61,Al,90.995,1981.4,18.5,10.7,0.51,173.0,False
61,P,197.118,0.2,2.9,2.9,277.97,151.0,True
61,Mg,107.534,1.8,20.3,0.0,59.97,123.0,True
61,Ca,107.121,2877.4,32.5,37.4,0.42,89.0,False
61,Ti,88.305,0.4,0.0,39.0,350.9,116.0,True
62,Na,129.476,432.1,0.0,24.6,1.56,187.0,False
62,S,171.948,1.0,5.8,5.1,63.53,114.0,True
62,Fe,134.739,136.2,3.3,2.1,1.95,360.0,False
62,Si,77.822,3535.4,33.4,19.4,0.38,231.0,False
62,Cl,151.478,10.8,8.3,7.2,8.63,44.0,False
62,F,199.14,3.0,3.7,3.2,19.72,379.0,False
62,K,119.485,524.1,37.3,22.9,0.84,64.0,False
62,Mn,146.243,2.6,1.7,1.6,17.01,260.0,False
62,Al,90.995,1278.3,17.5,10.1,0.63,168.0,False
62,P,197.118,43.9,2.6,2.6,3.58,143.0,False
62,Mg,107.534,354.3,33.3,0.0,1.24,158.0,False
62,Ca,107.121,1720.0,28.4,34.8,0.55,85.0,False
62,Ti,88.305,503.7,0.0,49.2,1.04,130.0,False
63,Na,129.476,598.6,0.0,26.7,1.32,195.0,False
63,S,171.948,0.8,4.9,5.6,74.22,113.0,True
63,Fe,134.739,149.3,3.2,2.7,1.87,386.0,False
63,Si,77.822,3127.9,30.3,21.4,0.4,227.0,False
63,Cl,151.478,13.1,8.7,6.9,7.44,44.0,False
63,F,199.14,3.4,3.5,3.4,17.53,377.0,False
63,K,119.485,539.9,34.8,23.5,0.83,63.0,False
63,Mn,146.243,1.8,2.6,2.4,25.88,322.0,False
63,Al,90.995,1121.0,19.1,9.8,0.68,172.0,False
63,P,197.118,43.8,4.6,4.1,3.7,184.0,False
63,Mg,107.534,637.5,40.5,0.0,0.91,174.0,False
63,Ca,107.121,2092.4,31.2,36.4,0.5,88.0,False
63,Ti,88.305,541.9,0.0,50.1,1.0,132.0,False
64,Na,129.476,439.5,0.0,22.3,1.55,178.0,False
64,S,171.948,1.8,4.8,5.1,34.44,109.0,True
64,Fe,134.739,147.7,3.8,1.7,1.87,352.0,False
64,Si,77.822,3476.2,32.8,20.9,0.38,232.0,False
64,Cl,151.478,2.9,10.3,7.3,28.67,47.0,False
64,F,199.14,3.4,3.9,2.9,17.49,377.0,False
64,K,119.485,542.9,36.3,23.1,0.83,64.0,False
64,Mn,146.243,1.7,2.3,1.9,26.63,294.0,False
64,Al,90.995,1270.2,16.6,13.6,0.63,175.0,False
64,P,197.118,45.7,2.6,3.0,3.52,150.0,False
64,Mg,107.534,359.2,31.2,0.0,1.23,153.0,False
64,Ca,107.121,1705.5,32.2,35.6,0.55,88.0,False
64,Ti,88.305,503.3,0.0,45.6,1.04,126.0,False
65,Na,129.476,761.7,0.0,27.3,1.17,198.0,False
65,S,171.948,2.3,3.9,3.9,25.14,97.0,False
65,Fe,134.739,130.0,2.6,2.0,2.0,339.0,False
65,Si,77.822,3189.1,31.7,19.6,0.4,228.0,False
65,Cl,151.478,4.9,10.5,8.3,18.07,48.0,False
65,F,199.14,1.3,3.9,3.4,40.72,388.0,True
65,K,119.485,293.5,31.6,21.8,1.16,60.0,False
65,Mn,146.243,2.9,2.0,1.8,16.09,281.0,False
65,Al,90.995,1159.0,14.3,8.3,0.66,152.0,False
65,P,197.118,40.5,3.1,2.8,3.76,152.0,False
65,Mg,107.534,587.4,39.0,0.0,0.95,171.0,False
65,Ca,107.121,2246.4,28.5,35.4,0.48,86.0,False
65,Ti,88.305,555.2,0.0,49.2,0.99,131.0,False
66,Na,129.476,448.4,0.0,22.9,1.53,181.0,False
66,S,171.948,-0.2,5.4,5.3,100.0,113.0,True
66,Fe,134.739,138.9,2.6,2.1,1.93,344.0,False
66,Si,77.822,3415.3,30.5,20.4,0.39,226.0,False
66,Cl,151.478,10.8,8.7,7.1,8.69,44.0,False
66,F,199.14,2.1,4.0,3.7,28.12,398.0,False
66,K,119.485,443.0,33.6,18.5,0.92,60.0,False
66,Mn,146.243,2.0,1.3,2.4,22.26,282.0,False
66,Al,90.995,1259.1,17.1,10.6,0.64,168.0,False
66,P,197.118,45.3,3.3,3.2,3.56,160.0,False
66,Mg,107.534,397.4,35.3,0.0,1.17,163.0,False
66,Ca,107.121,1810.6,33.2,33.9,0.54,87.0,False
66,Ti,88.305,534.5,0.0,46.3,1.01,127.0,False
67,Na,129.476,460.1,0.0,19.4,1.51,166.0,False
67,S,171.948,0.2,5.9,5.5,309.43,117.0,True
67,Fe,134.739,148.0,3.1,2.4,1.87,370.0,False
67,Si,77.822,3386.4,36.7,23.1,0.39,245.0,False
67,Cl,151.478,36.1,6.9,6.9,3.57,42.0,False
67,F,199.14,3.5,3.9,3.5,17.47,392.0,False
67,K,119.485,598.9,39.9,25.0,0.79,66.0,False
67,Mn,146.243,2.1,2.6,1.9,22.45,304.0,False
67,Al,90.995,1202.2,16.0,8.6,0.65,159.0,False
67,P,197.118,43.4,2.6,3.1,3.62,152.0,False
67,Mg,107.534,473.9,35.6,0.0,1.07,163.0,False
67,Ca,107.121,1659.1,35.1,34.9,0.56,89.0,False
67,Ti,88.305,545.4,0.0,44.5,1.0,124.0,False
68,Na,129.476,505.7,0.0,23.0,1.44,181.0,False
68,S,171.948,0.8,5.5,4.3,75.64,107.0,True
68,Fe,134.739,136.5,2.1,2.9,1.95,371.0,False
68,Si,77.822,3417.3,37.5,21.3,0.39,244.0,False
68,Cl,151.478,6.7,10.0,7.1,13.23,46.0,False
68,F,199.14,3.3,3.8,2.8,17.66,373.0,False
68,K,119.485,527.9,37.0,24.7,0.84,65.0,False
68,Mn,146.243,2.3,1.9,1.9,20.0,283.0,False
68,Al,90.995,1272.9,16.0,9.1,0.63,160.0,False
68,P,197.118,40.9,3.7,3.1,3.78,162.0,False
68,Mg,107.534,419.1,33.7,0.0,1.14,159.0,False
68,Ca,107.121,1805.1,33.5,33.2,0.54,87.0,False
68,Ti,88.305,506.4,0.0,44.8,1.04,124.0,False
69,Na,129.476,452.1,0.0,18.9,1.52,164.0,False
69,S,171.948,1.2,4.9,4.1,47.29,103.0,True
69,Fe,134.739,138.0,2.8,2.8,1.94,381.0,False
69,Si,77.822,3497.4,36.7,21.7,0.38,243.0,False
69,Cl,151.478,2.8,9.4,7.7,29.16,46.0,False
69,F,199.14,3.6,3.7,2.5,16.58,365.0,False
69,K,119.485,555.0,37.2,22.0,0.82,63.0,False
69,Mn,146.243,1.8,2.2,2.2,24.94,302.0,False
69,Al,90.995,1307.0,15.1,9.8,0.62,159.0,False
69,P,197.118,48.8,3.4,2.6,3.39,151.0,False
69,Mg,107.534,390.5,31.0,0.0,1.18,152.0,False
69,Ca,107.121,1692.5,31.4,36.3,0.55,88.0,False
69,Ti,88.305,520.9,0.0,43.9,1.02,123.0,False
70,Na,129.476,544.6,0.0,23.7,1.38,184.0,False
70,S,171.948,1.3,5.5,4.7,46.04,109.0,True
70,Fe,134.739,127.8,3.3,2.7,2.02,388.0,False
70,Si,77.822,3291.9,29.5,18.4,0.39,220.0,False
70,Cl,151.478,113.0,9.9,8.2,1.85,47.0,False
70,F,199.14,2.6,3.2,3.6,21.73,370.0,False
70,K,119.485,442.3,33.7,25.1,0.93,63.0,False
70,Mn,146.243,1.8,1.6,2.5,25.46,297.0,False
70,Al,90.995,1200.4,14.6,7.8,0.65,152.0,False
70,P,197.118,41.3,3.6,3.4,3.77,166.0,False
70,Mg,107.534,539.9,34.3,0.0,0.99,160.0,False
70,Ca,107.121,2152.4,37.0,36.8,0.49,91.0,False
70,Ti,88.305,496.2,0.0,47.4,1.05,128.0,False
71,Na,129.476,308.1,0.0,16.0,1.85,151.0,False
71,S,171.948,1.7,5.6,5.2,38.02,113.0,True
71,Fe,134.739,181.6,2.3,2.7,1.68,366.0,False
71,Si,77.822,3208.6,35.3,19.8,0.4,236.0,False
71,Cl,151.478,24.1,9.3,8.9,4.93,48.0,False
71,F,199.14,1.4,3.6,3.1,37.73,373.0,True
71,K,119.485,421.7,34.5,20.6,0.95,61.0,False
71,Mn,146.243,2.9,1.9,2.5,17.29,303.0,False
71,Al,90.995,1071.1,17.8,7.6,0.69,162.0,False
71,P,197.118,24.6,3.3,2.9,5.05,155.0,False
71,Mg,107.534,604.1,41.1,0.0,0.94,175.0,False
71,Ca,107.121,2469.5,32.9,39.3,0.46,91.0,False
71,Ti,88.305,566.4,0.0,47.2,0.98,128.0,False
72,Na,129.476,313.0,0.0,17.6,1.84,158.0,False
72,S,171.948,2.1,5.7,6.2,33.52,120.0,True
72,Fe,134.739,184.7,2.9,3.8,1.68,427.0,False
72,Si,77.822,3224.6,34.5,20.2,0.4,235.0,False
72,Cl,151.478,26.9,9.9,7.3,4.5,46.0,False
72,F,199.14,1.4,3.9,3.7,38.78,396.0,True
72,K,119.485,422.8,34.4,19.9,0.95,61.0,False
72,Mn,146.243,2.1,2.1,1.9,21.58,287.0,False
72,Al,90.995,1099.5,17.2,9.8,0.68,166.0,False
72,P,197.118,24.0,2.6,2.7,5.06,145.0,False
72,Mg,107.534,591.9,41.3,0.0,0.95,176.0,False
72,Ca,107.121,2485.3,35.5,34.8,0.45,89.0,False
72,Ti,88.305,570.1,0.0,47.3,0.97,128.0,False
73,Na,129.476,344.8,0.0,18.7,1.75,163.0,False
73,S,171.948,1.4,6.6,5.4,48.41,119.0,True
73,Fe,134.739,183.0,2.1,2.6,1.68,356.0,False
73,Si,77.822,3192.0,31.9,18.0,0.4,225.0,False
73,Cl,151.478,26.0,8.9,9.1,4.66,48.0,False
73,F,199.14,0.7,4.1,2.4,76.88,374.0,True
73,K,119.485,397.9,34.0,22.7,0.98,62.0,False
73,Mn,146.243,2.6,2.3,1.9,18.45,293.0,False
73,Al,90.995,1105.2,14.4,9.5,0.68,156.0,False
73,P,197.118,27.5,3.4,2.5,4.69,150.0,False
73,Mg,107.534,580.1,39.9,0.0,0.96,173.0,False
73,Ca,107.121,2498.5,35.6,41.6,0.45,94.0,False
73,Ti,88.305,549.5,0.0,48.4,0.99,129.0,False
74,Na,129.476,302.9,0.0,19.6,1.87,167.0,False
74,S,171.948,2.8,5.5,4.5,23.38,109.0,False
74,Fe,134.739,185.8,2.9,3.0,1.67,393.0,False
74,Si,77.822,3192.5,32.1,21.6,0.4,232.0,False
74,Cl,151.478,26.8,8.1,6.5,4.37,43.0,False
74,F,199.14,1.0,3.3,2.9,49.61,359.0,True
74,K,119.485,395.7,34.1,22.7,0.98,62.0,False
74,Mn,146.243,2.1,2.3,1.7,21.07,286.0,False
74,Al,90.995,1069.0,15.8,9.3,0.69,160.0,False
74,P,197.118,27.1,3.1,2.9,4.76,153.0,False
74,Mg,107.534,586.3,38.0,0.0,0.95,169.0,False
74,Ca,107.121,2399.0,35.4,35.4,0.46,90.0,False
74,Ti,88.305,571.2,0.0,48.2,0.97,129.0,False
75,Na,129.476,302.8,0.0,17.7,1.87,159.0,False
75,S,171.948,2.4,5.5,5.4,27.81,114.0,False
75,Fe,134.739,179.8,2.9,2.3,1.69,360.0,False
75,Si,77.822,3203.1,32.7,19.6,0.4,230.0,False
75,Cl,151.478,24.2,9.2,8.2,4.86,47.0,False
75,F,199.14,1.0,3.6,2.8,52.6,366.0,True
75,K,119.485,404.8,32.9,24.1,0.97,62.0,False
75,Mn,146.243,2.1,2.1,2.1,21.82,295.0,False
75,Al,90.995,1080.7,16.8,10.1,0.69,166.0,False
75,P,197.118,26.2,2.6,2.8,4.82,147.0,False
75,Mg,107.534,587.5,40.3,0.0,0.95,173.0,False
75,Ca,107.121,2429.2,34.6,35.3,0.46,89.0,False
75,Ti,88.305,563.4,0.0,47.4,0.98,128.0,False
76,Na,129.476,300.0,0.0,17.6,1.88,158.0,False
76,S,171.948,2.1,5.7,5.3,30.97,114.0,False
76,Fe,134.739,173.1,2.4,3.1,1.73,387.0,False
76,Si,77.822,3185.9,30.2,21.3,0.4,227.0,False
76,Cl,151.478,21.1,8.8,7.3,5.27,45.0,False
76,F,199.14,0.6,3.4,2.3,84.3,348.0,True
76,K,119.485,394.4,32.9,22.3,0.98,61.0,False
76,Mn,146.243,2.7,2.6,2.0,17.97,307.0,False
76,Al,90.995,1078.4,16.4,10.2,0.69,165.0,False
76,P,197.118,29.0,3.5,3.1,4.61,160.0,False
76,Mg,107.534,583.8,40.8,0.0,0.96,175.0,False
76,Ca,107.121,2569.3,31.2,37.3,0.45,89.0,False
76,Ti,88.305,566.7,0.0,49.0,0.98,130.0,False
77,Na,129.476,292.1,0.0,17.6,1.91,158.0,False
77,S,171.948,1.7,4.5,6.7,39.64,118.0,True
77,Fe,134.739,186.7,2.4,2.3,1.66,348.0,False
77,Si,77.822,3197.5,34.1,19.6,0.4,233.0,False
77,Cl,151.478,24.5,8.8,9.4,4.88,48.0,False
77,F,199.14,0.6,3.3,3.2,89.68,365.0,True
77,K,119.485,374.9,35.1,22.6,1.02,62.0,False
77,Mn,146.243,2.9,2.3,2.1,17.07,301.0,False
77,Al,90.995,1081.3,15.8,9.9,0.69,162.0,False
77,P,197.118,25.6,3.1,3.3,4.96,160.0,False
77,Mg,107.534,601.6,40.3,0.0,0.94,173.0,False
77,Ca,107.121,2473.5,35.1,40.0,0.46,93.0,False
77,Ti,88.305,575.9,0.0,46.9,0.97,127.0,False
78,Na,129.476,302.7,0.0,17.2,1.87,156.0,False
78,S,171.948,1.5,5.5,4.9,43.39,111.0,True
78,Fe,134.739,178.8,2.2,2.4,1.7,349.0,False
78,Si,77.822,3222.1,31.1,20.5,0.4,227.0,False
78,Cl,151.478,26.0,7.8,7.9,4.54,44.0,False
78,F,199.14,0.8,3.2,3.4,60.85,365.0,True
78,K,119.485,379.1,32.3,21.3,1.0,60.0,False
78,Mn,146.243,2.6,1.9,2.3,18.7,300.0,False
78,Al,90.995,1092.9,17.2,8.6,0.68,163.0,False
78,P,197.118,23.9,3.2,3.4,5.19,162.0,False
78,Mg,107.534,606.0,41.5,0.0,0.94,176.0,False
78,Ca,107.121,2516.7,30.9,39.7,0.45,90.0,False
78,Ti,88.305,555.1,0.0,50.1,0.99,132.0,False
79,Na,129.476,294.1,0.0,19.0,1.9,164.0,False
79,S,171.948,1.7,6.5,5.6,38.87,119.0,True
79,Fe,134.739,194.0,2.9,3.1,1.63,397.0,False
79,Si,77.822,3188.5,32.0,20.5,0.4,229.0,False
79,Cl,151.478,26.3,9.1,6.8,4.5,44.0,False
79,F,199.14,0.1,3.9,3.1,364.25,381.0,True
79,K,119.485,385.1,34.6,24.2,1.0,63.0,False
79,Mn,146.243,3.2,2.3,1.5,14.97,279.0,False
79,Al,90.995,1073.0,16.3,9.4,0.69,162.0,False
79,P,197.118,23.9,3.4,2.5,5.1,150.0,False
79,Mg,107.534,551.0,40.2,0.0,0.99,173.0,False
79,Ca,107.121,2363.9,32.4,37.4,0.47,89.0,False
79,Ti,88.305,566.5,0.0,45.3,0.98,125.0,False
80,Na,129.476,326.9,0.0,14.6,1.79,144.0,False
80,S,171.948,2.6,5.5,4.5,25.14,108.0,False
80,Fe,134.739,180.6,2.1,3.1,1.69,380.0,False
80,Si,77.822,3196.4,30.9,20.3,0.4,226.0,False
80,Cl,151.478,20.6,7.5,8.3,5.36,44.0,False
80,F,199.14,-0.5,4.4,2.7,100.0,391.0,True
80,K,119.485,408.7,35.1,22.1,0.97,62.0,False
80,Mn,146.243,2.7,2.2,1.8,17.48,286.0,False
80,Al,90.995,1076.1,17.4,9.4,0.69,166.0,False
80,P,197.118,26.0,3.1,2.9,4.88,153.0,False
80,Mg,107.534,590.3,38.1,0.0,0.95,169.0,False
80,Ca,107.121,2457.8,33.2,37.8,0.46,90.0,False
80,Ti,88.305,560.3,0.0,46.9,0.98,127.0,False
81,Na,129.476,310.5,0.0,19.4,1.85,166.0,False
81,S,171.948,2.3,5.5,5.1,28.11,112.0,False
81,Fe,134.739,179.4,3.6,2.0,1.69,362.0,False
81,Si,77.822,3205.1,31.3,16.4,0.4,220.0,False
81,Cl,151.478,25.1,7.9,7.7,4.64,44.0,False
81,F,199.14,0.3,3.9,3.4,150.0,387.0,True
81,K,119.485,426.7,33.9,22.7,0.94,62.0,False
81,Mn,146.243,3.1,2.3,1.5,15.6,279.0,False
81,Al,90.995,1075.9,15.2,10.9,0.69,163.0,False
81,P,197.118,24.7,3.5,1.9,4.94,140.0,False
81,Mg,107.534,583.6,43.3,0.0,0.96,180.0,False
81,Ca,107.121,2388.3,33.7,34.5,0.46,88.0,False
81,Ti,88.305,560.8,0.0,47.4,0.98,128.0,False
82,Na,129.476,305.7,0.0,17.2,1.86,156.0,False
82,S,171.948,1.6,5.2,5.0,38.97,110.0,True
82,Fe,134.739,181.9,3.3,3.0,1.69,401.0,False
82,Si,77.822,3174.5,32.3,21.4,0.4,232.0,False
82,Cl,151.478,8.1,9.3,7.3,11.17,45.0,False
82,F,199.14,0.9,3.3,3.5,55.59,372.0,True
82,K,119.485,386.7,33.1,22.8,1.0,61.0,False
82,Mn,146.243,2.3,2.1,2.0,20.27,290.0,False
82,Al,90.995,1064.7,16.6,8.3,0.69,160.0,False
82,P,197.118,27.0,2.7,3.9,4.85,165.0,False
82,Mg,107.534,608.7,41.9,0.0,0.94,177.0,False
82,Ca,107.121,2517.1,33.1,37.2,0.45,90.0,False
82,Ti,88.305,543.8,0.0,49.3,1.0,130.0,False
83,Na,129.476,336.1,0.0,15.0,1.76,146.0,False
83,S,171.948,2.6,5.3,5.4,26.18,113.0,False
83,Fe,134.739,189.0,2.9,3.1,1.65,397.0,False
83,Si,77.822,3171.0,31.7,21.8,0.4,231.0,False
83,Cl,151.478,24.1,8.8,9.1,4.92,47.0,False
83,F,199.14,0.7,3.4,3.3,69.71,370.0,True
83,K,119.485,383.0,32.3,21.9,1.0,60.0,False
83,Mn,146.243,2.6,2.3,2.1,18.39,303.0,False
83,Al,90.995,1103.4,17.7,10.1,0.68,168.0,False
83,P,197.118,26.7,2.6,3.4,4.83,156.0,False
83,Mg,107.534,562.1,40.8,0.0,0.98,175.0,False
83,Ca,107.121,2446.7,33.8,38.3,0.46,91.0,False
83,Ti,88.305,558.6,0.0,50.0,0.99,131.0,False
84,Na,129.476,324.4,0.0,17.7,1.8,159.0,False
84,S,171.948,2.2,5.3,5.4,30.56,113.0,False
84,Fe,134.739,193.2,1.9,2.3,1.63,336.0,False
84,Si,77.822,3146.1,31.5,20.1,0.4,228.0,False
84,Cl,151.478,28.2,9.0,7.7,4.33,46.0,False
84,F,199.14,1.9,3.8,2.8,28.71,373.0,False
84,K,119.485,405.9,35.4,22.2,0.97,63.0,False
84,Mn,146.243,3.1,1.7,2.2,15.87,288.0,False
84,Al,90.995,1078.0,15.9,10.1,0.69,163.0,False
84,P,197.118,26.3,2.7,2.5,4.78,143.0,False
84,Mg,107.534,588.4,37.6,0.0,0.95,168.0,False
84,Ca,107.121,2370.7,33.4,36.1,0.47,89.0,False
84,Ti,88.305,560.6,0.0,50.1,0.99,131.0,False
85,Na,129.476,323.4,0.0,18.3,1.81,161.0,False
85,S,171.948,2.2,5.3,4.9,28.79,109.0,False
85,Fe,134.739,184.4,3.5,2.6,1.67,388.0,False
85,Si,77.822,3216.8,31.9,23.3,0.4,234.0,False
85,Cl,151.478,27.7,8.7,8.6,4.42,46.0,False
85,F,199.14,1.5,4.1,2.5,36.89,379.0,True
85,K,119.485,409.0,34.7,25.5,0.97,64.0,False
85,Mn,146.243,2.8,2.0,2.1,17.45,293.0,False
85,Al,90.995,1093.2,18.1,9.0,0.68,167.0,False
85,P,197.118,28.6,3.1,3.0,4.62,155.0,False
85,Mg,107.534,581.5,38.5,0.0,0.96,170.0,False
85,Ca,107.121,2395.9,35.7,40.3,0.46,93.0,False
85,Ti,88.305,556.7,0.0,51.0,0.99,133.0,False
86,Na,129.476,308.9,0.0,19.6,1.86,167.0,False
86,S,171.948,1.6,4.7,3.9,36.08,100.0,True
86,Fe,134.739,192.0,3.0,3.1,1.64,399.0,False
86,Si,77.822,3256.9,29.6,17.6,0.39,218.0,False
86,Cl,151.478,26.0,7.3,7.5,4.49,43.0,False
86,F,199.14,2.3,3.4,3.1,24.28,365.0,False
86,K,119.485,416.1,32.4,22.9,0.96,61.0,False
86,Mn,146.243,3.0,2.1,1.9,16.01,287.0,False
86,Al,90.995,1080.2,16.0,8.5,0.69,158.0,False
86,P,197.118,25.8,3.8,3.1,4.95,163.0,False
86,Mg,107.534,567.7,42.3,0.0,0.97,178.0,False
86,Ca,107.121,2417.4,35.4,36.1,0.46,90.0,False
86,Ti,88.305,556.5,0.0,53.2,0.99,135.0,False
87,Na,129.476,321.7,0.0,18.4,1.81,162.0,False
87,S,171.948,2.4,4.7,6.1,28.53,115.0,False
87,Fe,134.739,188.8,3.8,2.8,1.65,403.0,False
87,Si,77.822,3177.0,35.9,21.3,0.4,240.0,False
87,Cl,151.478,28.7,8.5,8.7,4.32,46.0,False
87,F,199.14,1.0,4.1,3.9,56.75,403.0,True
87,K,119.485,404.8,34.0,21.9,0.97,62.0,False
87,Mn,146.243,3.2,2.5,2.4,16.39,319.0,False
87,Al,90.995,1080.9,16.1,11.5,0.69,167.0,False
87,P,197.118,24.0,2.1,2.4,4.99,134.0,False
87,Mg,107.534,564.1,39.8,0.0,0.97,172.0,False
87,Ca,107.121,2423.2,32.2,34.4,0.46,87.0,False
87,Ti,88.305,549.5,0.0,48.1,0.99,129.0,False
88,Na,129.476,310.0,0.0,19.6,1.85,167.0,False
88,S,171.948,1.6,6.6,4.8,40.88,115.0,True
88,Fe,134.739,185.5,2.5,2.7,1.67,370.0,False
88,Si,77.822,3216.5,29.3,21.0,0.4,224.0,False
88,Cl,151.478,26.2,7.8,7.3,4.47,43.0,False
88,F,199.14,1.3,3.2,2.9,39.03,353.0,True
88,K,119.485,402.0,33.9,22.5,0.98,62.0,False
88,Mn,146.243,3.4,1.3,1.8,13.9,255.0,False
88,Al,90.995,1075.0,12.9,9.3,0.69,150.0,False
88,P,197.118,25.4,2.6,4.4,5.08,171.0,False
88,Mg,107.534,575.4,39.4,0.0,0.96,172.0,False
88,Ca,107.121,2462.7,33.6,37.7,0.46,90.0,False
88,Ti,88.305,572.2,0.0,44.8,0.97,124.0,False
89,Na,129.476,322.0,0.0,16.9,1.81,155.0,False
89,S,171.948,1.6,7.1,5.4,42.85,121.0,True
89,Fe,134.739,188.3,2.8,3.2,1.66,399.0,False
89,Si,77.822,3200.4,33.5,20.7,0.4,233.0,False
89,Cl,151.478,24.3,8.9,7.4,4.78,45.0,False
89,F,199.14,0.7,3.7,2.6,70.93,364.0,True
89,K,119.485,405.2,36.1,24.3,0.98,64.0,False
89,Mn,146.243,4.0,1.4,1.7,12.17,257.0,False
89,Al,90.995,1078.3,18.3,9.7,0.69,169.0,False
89,P,197.118,23.3,3.4,3.6,5.3,167.0,False
89,Mg,107.534,586.7,40.2,0.0,0.95,173.0,False
89,Ca,107.121,2389.3,34.1,37.4,0.46,90.0,False
89,Ti,88.305,561.1,0.0,49.0,0.98,130.0,False
90,Na,129.476,295.9,0.0,17.9,1.89,159.0,False
90,S,171.948,2.3,5.0,3.9,26.0,102.0,False
90,Fe,134.739,195.8,3.0,2.6,1.62,377.0,False
90,Si,77.822,3212.3,33.4,20.5,0.4,233.0,False
90,Cl,151.478,23.7,8.5,9.8,5.0,48.0,False
90,F,199.14,1.5,4.4,2.7,36.68,390.0,True
90,K,119.485,424.2,36.0,25.3,0.95,64.0,False
90,Mn,146.243,2.7,2.3,2.5,18.54,317.0,False
90,Al,90.995,1083.9,16.9,9.2,0.69,163.0,False
90,P,197.118,25.7,2.2,3.2,4.89,149.0,False
90,Mg,107.534,567.4,39.5,0.0,0.97,172.0,False
90,Ca,107.121,2354.0,35.8,35.6,0.47,90.0,False
90,Ti,88.305,551.3,0.0,46.9,0.99,127.0,False
91,Na,129.476,320.1,0.0,19.3,1.82,165.0,False
91,S,171.948,2.2,5.0,5.0,29.17,109.0,False
91,Fe,134.739,176.5,3.0,2.7,1.71,381.0,False
91,Si,77.822,3195.9,33.6,24.2,0.4,239.0,False
91,Cl,151.478,22.4,9.6,8.5,5.18,47.0,False
91,F,199.14,1.3,3.3,2.7,38.43,353.0,True
91,K,119.485,381.9,33.3,24.5,1.01,62.0,False
91,Mn,146.243,3.5,1.8,1.9,13.92,276.0,False
91,Al,90.995,1082.9,17.8,9.1,0.69,166.0,False
91,P,197.118,28.8,2.9,2.4,4.54,143.0,False
91,Mg,107.534,573.0,36.1,0.0,0.96,164.0,False
91,Ca,107.121,2529.8,34.8,34.9,0.45,89.0,False
91,Ti,88.305,553.1,0.0,55.1,1.0,138.0,False
92,Na,129.476,326.6,0.0,16.3,1.79,152.0,False
92,S,171.948,1.4,5.3,5.7,46.37,114.0,True
92,Fe,134.739,184.6,2.9,2.3,1.67,360.0,False
92,Si,77.822,3175.8,28.5,21.0,0.4,221.0,False
92,Cl,151.478,23.5,8.8,8.9,4.99,47.0,False
92,F,199.14,0.5,3.3,2.7,90.37,351.0,True
92,K,119.485,433.0,37.1,22.9,0.94,64.0,False
92,Mn,146.243,2.5,1.5,1.9,17.62,267.0,False
92,Al,90.995,1070.4,16.7,7.8,0.69,159.0,False
92,P,197.118,25.3,3.2,2.8,4.95,152.0,False
92,Mg,107.534,563.2,39.6,0.0,0.97,172.0,False
92,Ca,107.121,2346.1,36.0,39.3,0.47,93.0,False
92,Ti,88.305,563.6,0.0,48.0,0.98,129.0,False
93,Na,129.476,330.7,0.0,19.0,1.79,164.0,False
93,S,171.948,1.7,6.1,4.7,37.34,112.0,True
93,Fe,134.739,172.7,2.5,3.4,1.73,402.0,False
93,Si,77.822,3234.0,30.9,20.4,0.4,227.0,False
93,Cl,151.478,26.8,8.9,7.3,4.46,45.0,False
93,F,199.14,0.8,4.3,2.7,67.98,387.0,True
93,K,119.485,435.2,31.4,22.9,0.93,60.0,False
93,Mn,146.243,3.0,2.2,2.1,16.53,297.0,False
93,Al,90.995,1070.4,19.3,9.4,0.69,172.0,False
93,P,197.118,25.6,2.5,3.3,4.93,154.0,False
93,Mg,107.534,572.4,38.9,0.0,0.97,170.0,False
93,Ca,107.121,2402.5,35.1,37.4,0.46,91.0,False
93,Ti,88.305,564.2,0.0,46.3,0.98,126.0,False
94,Na,129.476,316.4,0.0,18.4,1.83,162.0,False
94,S,171.948,3.3,5.1,4.7,20.28,108.0,False
94,Fe,134.739,192.9,3.1,3.0,1.64,397.0,False
94,Si,77.822,3205.1,33.9,21.7,0.4,236.0,False
94,Cl,151.478,27.8,8.3,8.3,4.38,46.0,False
94,F,199.14,0.4,4.0,3.6,126.01,395.0,True
94,K,119.485,453.5,37.5,24.9,0.92,65.0,False
94,Mn,146.243,3.4,2.5,1.9,15.05,299.0,False
94,Al,90.995,1084.4,15.1,10.0,0.69,160.0,False
94,P,197.118,29.0,3.2,1.9,4.48,137.0,False
94,Mg,107.534,545.2,36.4,0.0,0.99,165.0,False
94,Ca,107.121,2215.5,31.9,37.8,0.48,89.0,False
94,Ti,88.305,558.2,0.0,47.9,0.99,128.0,False
95,Na,129.476,297.4,0.0,18.3,1.89,161.0,False
95,S,171.948,3.2,4.7,5.6,21.15,112.0,False
95,Fe,134.739,187.3,2.6,2.7,1.66,372.0,False
95,Si,77.822,3196.6,33.4,21.8,0.4,235.0,False
95,Cl,151.478,23.1,9.2,6.9,4.94,45.0,False
95,F,199.14,0.4,3.5,3.9,116.91,385.0,True
