No.,element,peak_mm,net_cps,bg_minus,bg_plus,sd_pct,dl_ppm,flagged
53,Fe,134.743,2956.8,0.0,23.9,0.41,107.0,False
53,Si,77.808,25659.5,191.1,117.9,0.14,60.0,False
53,Ca,107.775,617.7,299.8,258.3,0.72,14.0,False
53,Cr,159.16,1.8,72.3,73.7,126.49,52.0,True
53,Ni,115.404,20.7,37.5,33.4,5.98,65.0,False
53,Al,90.986,17.5,87.2,64.9,12.01,25.0,False
54,Mg,107.54,51148.2,295.7,223.8,0.1,38.0,False
54,Mn,146.037,180.1,98.9,94.2,1.39,35.0,False
54,Fe,134.743,2908.0,0.0,23.2,0.42,105.0,False
54,Si,77.808,25666.6,192.4,116.2,0.14,60.0,False
54,Ca,107.775,618.1,297.5,255.0,0.72,14.0,False
54,Cr,159.16,0.6,72.6,72.7,390.12,52.0,True
54,Ni,115.404,21.9,39.9,34.1,5.78,66.0,False
54,Al,90.986,16.5,85.2,68.5,12.72,25.0,False
55,Mg,107.54,50969.1,297.0,238.0,0.1,39.0,False
55,Mn,146.037,183.8,98.9,87.3,1.36,35.0,False
55,Fe,134.743,2959.0,0.0,26.2,0.41,112.0,False
55,Si,77.808,24793.6,204.1,114.3,0.14,61.0,False
55,Ca,107.775,622.9,295.4,252.2,0.71,14.0,False
55,Cr,159.16,4.3,71.4,69.2,51.27,51.0,True
55,Ni,115.404,19.1,39.6,34.2,6.52,66.0,False
55,Al,90.986,19.9,86.0,71.3,10.7,25.0,False
56,Mg,107.54,51147.9,307.1,226.4,0.1,39.0,False
56,Mn,146.037,180.7,99.2,86.0,1.37,35.0,False
56,Fe,134.743,2917.3,0.0,30.1,0.42,120.0,False
56,Si,77.808,24791.2,190.1,115.8,0.14,60.0,False
56,Ca,107.775,624.8,296.6,251.5,0.71,14.0,False
56,Cr,159.16,4.3,69.5,67.1,50.91,50.0,True
56,Ni,115.404,20.0,39.0,34.1,6.24,66.0,False
56,Al,90.986,14.7,89.5,72.8,14.56,25.0,False
57,Mg,107.54,51177.6,302.9,239.5,0.1,39.0,False
57,Mn,146.037,179.1,99.7,86.9,1.38,35.0,False
57,Fe,134.743,2912.2,0.0,23.5,0.42,106.0,False
57,Si,77.808,24681.5,190.6,115.1,0.14,60.0,False
57,Ca,107.775,609.6,304.2,256.8,0.73,15.0,False
57,Cr,159.16,-1.0,72.5,70.8,100.0,51.0,True
57,Ni,115.404,19.7,38.3,34.0,6.28,66.0,False
57,Al,90.986,13.9,88.3,70.6,15.17,25.0,False
58,Mg,107.54,51049.6,291.0,220.6,0.1,38.0,False
58,Mn,146.037,181.2,101.3,88.6,1.38,35.0,False
58,Fe,134.743,2914.8,0.0,25.6,0.42,111.0,False
58,Si,77.808,24676.8,198.3,109.6,0.14,60.0,False
58,Ca,107.775,639.7,297.0,251.2,0.7,14.0,False
58,Cr,159.16,3.6,70.7,66.4,60.63,50.0,True
58,Ni,115.404,20.6,40.4,34.0,6.1,66.0,False
58,Al,90.986,22.1,85.8,64.2,9.55,24.0,False
59,Mg,107.54,66094.7,308.0,232.3,0.09,39.0,False
59,Mn,146.037,72.3,92.2,76.9,2.8,33.0,False
59,Fe,134.743,1381.2,0.0,23.0,0.61,105.0,False
59,Si,77.808,25791.7,180.6,102.8,0.14,58.0,False
59,Ca,107.775,211.7,271.3,230.1,1.64,14.0,False
59,Cr,159.16,2.1,66.8,66.8,99.69,50.0,True
59,Ni,115.404,52.6,36.8,31.2,2.7,64.0,False
59,Al,90.986,19.3,78.6,65.4,10.59,24.0,False
60,Mg,107.54,66371.4,300.6,236.5,0.09,39.0,False
60,Mn,146.037,70.8,90.3,79.4,2.84,33.0,False
60,Fe,134.743,1391.6,0.0,21.1,0.6,101.0,False
60,Si,77.808,25739.1,184.2,105.9,0.14,59.0,False
60,Ca,107.775,214.9,270.8,231.9,1.62,14.0,False
60,Cr,159.16,4.1,67.5,64.9,51.74,49.0,True
60,Ni,115.404,52.5,36.5,31.3,2.7,63.0,False
60,Al,90.986,17.8,80.2,63.5,11.47,24.0,False
61,Mg,107.54,66565.4,303.3,242.9,0.09,39.0,False
61,Mn,146.037,65.9,92.5,81.8,3.05,34.0,False
61,Fe,134.743,1373.9,0.0,22.0,0.61,103.0,False
61,Si,77.808,25732.6,187.1,105.5,0.14,59.0,False
61,Ca,107.775,213.8,269.9,235.2,1.63,14.0,False
61,Cr,159.16,5.7,66.9,66.0,37.87,49.0,True
61,Ni,115.404,56.0,36.1,31.6,2.56,63.0,False
61,Al,90.986,21.7,75.9,63.4,9.36,23.0,False
62,Mg,107.54,58559.5,294.6,224.0,0.09,38.0,False
62,Mn,146.037,120.7,96.1,86.6,1.87,34.0,False
62,Fe,134.743,2159.0,0.0,22.9,0.48,105.0,False
62,Si,77.808,26081.9,183.8,111.2,0.14,59.0,False
62,Ca,107.775,724.7,284.2,241.4,0.63,14.0,False
62,Cr,159.16,6.3,74.5,62.1,34.58,50.0,True
62,Ni,115.404,28.9,36.2,32.2,4.41,64.0,False
62,Al,90.986,17.5,81.1,67.1,11.78,24.0,False
63,Mg,107.54,58702.9,299.8,223.8,0.09,38.0,False
63,Mn,146.037,118.9,95.7,87.4,1.9,34.0,False
63,Fe,134.743,2130.3,0.0,21.3,0.49,101.0,False
63,Si,77.808,25162.7,195.3,111.8,0.14,60.0,False
63,Ca,107.775,714.6,277.0,240.4,0.64,14.0,False
63,Cr,159.16,5.8,72.2,69.4,38.27,51.0,True
63,Ni,115.404,28.3,37.0,34.9,4.56,65.0,False
63,Al,90.986,15.6,83.0,66.2,13.25,24.0,False
64,Mg,107.54,58649.2,298.9,236.8,0.09,39.0,False
64,Mn,146.037,123.6,92.9,84.8,1.82,34.0,False
64,Fe,134.743,2145.3,0.0,23.5,0.49,106.0,False
64,Si,77.808,25967.4,189.7,117.7,0.14,60.0,False
64,Ca,107.775,717.8,281.6,240.2,0.64,14.0,False
64,Cr,159.16,6.9,70.3,68.3,31.98,51.0,False
64,Ni,115.404,28.1,38.2,33.6,4.59,65.0,False
64,Al,90.986,16.5,81.5,66.1,12.47,24.0,False
65,Mg,107.54,53728.4,291.3,227.4,0.1,38.0,False
65,Mn,146.037,158.3,98.3,90.8,1.53,35.0,False
65,Fe,134.743,2642.6,0.0,24.7,0.44,109.0,False
65,Si,77.808,25684.7,196.0,118.4,0.14,61.0,False
65,Ca,107.775,818.2,285.8,247.3,0.58,14.0,False
65,Cr,159.16,4.7,71.5,65.8,46.44,50.0,True
65,Ni,115.404,23.5,38.2,32.8,5.35,65.0,False
65,Al,90.986,16.8,83.8,68.3,12.37,24.0,False
66,Mg,107.54,52808.4,287.7,228.9,0.1,38.0,False
66,Mn,146.037,165.3,97.7,89.8,1.47,35.0,False
66,Fe,134.743,2706.2,0.0,26.6,0.43,113.0,False
66,Si,77.808,25757.5,195.0,114.5,0.14,61.0,False
66,Ca,107.775,738.9,288.1,249.6,0.63,14.0,False
66,Cr,159.16,1.3,71.1,69.7,165.9,51.0,True
66,Ni,115.404,20.6,40.4,34.2,6.11,67.0,False
66,Al,90.986,18.0,83.9,66.0,11.54,24.0,False
67,Mg,107.54,52757.3,295.5,233.5,0.1,39.0,False
67,Mn,146.037,163.7,99.6,87.3,1.48,35.0,False
67,Fe,134.743,2735.1,0.0,28.2,0.43,116.0,False
67,Si,77.808,24865.6,185.0,113.4,0.14,59.0,False
67,Ca,107.775,822.6,295.7,249.4,0.58,14.0,False
67,Cr,159.16,-1.6,77.1,70.4,100.0,52.0,True
67,Ni,115.404,17.8,40.7,35.4,7.05,67.0,False
67,Al,90.986,15.8,84.8,68.3,13.2,25.0,False
68,Mg,107.54,51764.5,299.0,227.8,0.1,39.0,False
68,Mn,146.037,182.2,98.3,89.1,1.37,35.0,False
68,Fe,134.743,2854.0,0.0,26.1,0.42,112.0,False
68,Si,77.808,25792.9,199.5,115.4,0.14,61.0,False
68,Ca,107.775,666.4,298.8,254.2,0.68,14.0,False
68,Cr,159.16,1.5,70.5,70.5,142.21,51.0,True
68,Ni,115.404,16.2,40.2,34.8,7.63,67.0,False
68,Al,90.986,12.9,82.5,68.2,15.89,24.0,False
69,Mg,107.54,51777.0,302.6,218.4,0.1,38.0,False
69,Mn,146.037,179.4,102.5,89.8,1.39,35.0,False
69,Fe,134.743,2829.1,0.0,26.6,0.42,113.0,False
69,Si,77.808,25096.2,194.8,118.6,0.14,61.0,False
69,Ca,107.775,658.4,296.9,250.0,0.68,14.0,False
69,Cr,159.16,1.8,71.5,69.4,124.5,51.0,True
69,Ni,115.404,19.3,37.8,35.3,6.44,66.0,False
69,Al,90.986,15.8,83.9,66.5,13.09,24.0,False
70,Mg,107.54,51792.1,295.8,230.7,0.1,39.0,False
70,Mn,146.037,185.4,96.2,91.0,1.35,35.0,False
70,Fe,134.743,2846.3,0.0,26.6,0.42,113.0,False
70,Si,77.808,25720.9,194.1,108.6,0.14,60.0,False
70,Ca,107.775,697.1,297.7,254.9,0.66,14.0,False
70,Cr,159.16,3.4,72.3,67.0,64.5,51.0,True
70,Ni,115.404,18.3,38.4,35.9,6.8,66.0,False
70,Al,90.986,16.2,86.7,66.0,12.9,25.0,False
71,Mg,107.54,56632.0,301.3,240.6,0.09,39.0,False
71,Mn,146.037,146.2,97.2,85.8,1.61,34.0,False
71,Fe,134.743,2310.4,0.0,26.1,0.47,112.0,False
71,Si,77.808,26039.5,194.6,111.0,0.14,60.0,False
71,Ca,107.775,728.1,282.2,249.3,0.63,14.0,False
71,Cr,159.16,5.1,70.3,67.7,43.19,50.0,True
71,Ni,115.404,28.8,37.0,33.8,4.47,65.0,False
71,Al,90.986,15.9,84.2,64.3,12.96,24.0,False
72,Mg,107.54,58602.0,295.1,220.8,0.09,38.0,False
72,Mn,146.037,139.0,94.5,87.7,1.67,34.0,False
72,Fe,134.743,2096.8,0.0,22.8,0.49,105.0,False
72,Si,77.808,26054.4,187.0,110.3,0.14,59.0,False
72,Ca,107.775,678.7,282.7,243.9,0.66,14.0,False
72,Cr,159.16,10.0,69.2,71.8,22.49,51.0,False
72,Ni,115.404,34.5,36.0,35.0,3.84,65.0,False
72,Al,90.986,14.0,83.9,64.2,14.66,24.0,False
73,Mg,107.54,56689.1,289.0,233.7,0.09,38.0,False
73,Mn,146.037,144.7,96.5,89.3,1.63,35.0,False
73,Fe,134.743,2310.0,0.0,25.3,0.47,110.0,False
73,Si,77.808,25946.0,188.8,113.6,0.14,60.0,False
73,Ca,107.775,739.3,287.9,249.6,0.63,14.0,False
73,Cr,159.16,5.0,69.7,70.2,44.28,51.0,True
73,Ni,115.404,29.9,37.9,32.3,4.32,65.0,False
73,Al,90.986,15.4,79.8,66.6,13.26,24.0,False
74,Mg,107.54,57237.3,292.3,233.3,0.09,39.0,False
74,Mn,146.037,150.5,92.3,86.4,1.56,34.0,False
74,Fe,134.743,2249.5,0.0,23.3,0.47,106.0,False
74,Si,77.808,26292.6,188.9,107.4,0.14,59.0,False
74,Ca,107.775,776.7,290.3,247.1,0.61,14.0,False
74,Cr,159.16,10.5,70.4,65.7,21.03,50.0,False
74,Ni,115.404,31.5,35.1,33.9,4.11,64.0,False
74,Al,90.986,13.3,84.5,62.5,15.36,24.0,False
75,Mg,107.54,56737.5,289.0,229.9,0.09,38.0,False
75,Mn,146.037,143.8,97.0,88.5,1.64,35.0,False
75,Fe,134.743,2323.1,0.0,24.3,0.47,108.0,False
75,Si,77.808,26168.0,196.3,116.6,0.14,61.0,False
75,Ca,107.775,770.4,283.6,244.9,0.61,14.0,False
75,Cr,159.16,6.3,69.8,68.4,34.94,50.0,True
75,Ni,115.404,30.3,35.7,33.3,4.25,64.0,False
75,Al,90.986,14.3,86.6,62.5,14.44,24.0,False
76,Mg,107.54,57144.0,293.1,235.5,0.09,39.0,False
76,Mn,146.037,148.4,95.4,88.9,1.59,34.0,False
76,Fe,134.743,2271.4,0.0,24.5,0.47,108.0,False
76,Si,77.808,26288.2,190.5,107.8,0.14,59.0,False
76,Ca,107.775,809.9,287.0,241.4,0.59,14.0,False
76,Cr,159.16,3.4,73.9,67.2,64.68,51.0,True
76,Ni,115.404,31.5,36.4,33.9,4.14,65.0,False
76,Al,90.986,11.6,83.1,69.0,17.73,24.0,False
77,Mg,107.54,57706.2,297.7,223.4,0.09,38.0,False
77,Mn,146.037,142.0,96.8,88.0,1.65,35.0,False
77,Fe,134.743,2228.8,0.0,23.8,0.48,107.0,False
77,Si,77.808,26339.1,189.3,118.0,0.14,60.0,False
77,Ca,107.775,731.1,281.9,239.6,0.63,14.0,False
77,Cr,159.16,10.6,67.9,66.2,20.81,50.0,False
77,Ni,115.404,30.9,38.9,34.7,4.27,66.0,False
77,Al,90.986,11.0,84.0,66.8,18.54,24.0,False
78,Mg,107.54,56784.2,291.5,232.3,0.09,38.0,False
78,Mn,146.037,146.3,96.8,86.1,1.61,34.0,False
78,Fe,134.743,2299.2,0.0,23.7,0.47,107.0,False
78,Si,77.808,26255.8,186.3,117.1,0.14,60.0,False
78,Ca,107.775,819.5,286.6,240.5,0.58,14.0,False
78,Cr,159.16,1.7,71.7,69.3,131.75,51.0,True
78,Ni,115.404,29.3,35.1,34.3,4.38,64.0,False
78,Al,90.986,15.8,80.3,69.3,13.05,24.0,False
79,Mg,107.54,56300.4,293.5,236.2,0.09,39.0,False
79,Mn,146.037,148.7,95.6,87.9,1.59,34.0,False
79,Fe,134.743,2359.1,0.0,23.8,0.46,107.0,False
79,Si,77.808,26236.8,192.4,110.9,0.14,60.0,False
79,Ca,107.775,740.0,293.2,244.9,0.63,14.0,False
79,Cr,159.16,2.4,71.1,72.9,93.95,52.0,True
79,Ni,115.404,29.3,39.7,32.9,4.44,66.0,False
79,Al,90.986,12.2,82.0,68.4,16.71,24.0,False
80,Mg,107.54,57302.4,296.2,234.4,0.09,39.0,False
80,Mn,146.037,137.1,97.0,88.2,1.7,35.0,False
80,Fe,134.743,2264.1,0.0,24.7,0.47,109.0,False
80,Si,77.808,26215.8,188.7,114.9,0.14,60.0,False
80,Ca,107.775,741.2,292.0,249.2,0.63,14.0,False
80,Cr,159.16,7.2,70.1,66.6,30.56,50.0,False
80,Ni,115.404,24.9,38.6,33.6,5.12,66.0,False
80,Al,90.986,21.6,84.4,65.6,9.74,24.0,False
81,Mg,107.54,55288.0,288.6,231.7,0.1,38.0,False
81,Mn,146.037,154.3,96.3,89.6,1.55,35.0,False
81,Fe,134.743,2496.7,0.0,25.3,0.45,110.0,False
81,Si,77.808,26087.6,191.3,114.3,0.14,60.0,False
81,Ca,107.775,763.6,291.2,243.6,0.61,14.0,False
81,Cr,159.16,5.7,72.3,65.9,38.25,50.0,True
81,Ni,115.404,24.9,36.4,34.3,5.07,65.0,False
81,Al,90.986,11.9,87.4,68.9,17.47,25.0,False
82,Mg,107.54,54892.3,300.9,226.0,0.1,39.0,False
82,Mn,146.037,156.3,97.2,86.3,1.53,34.0,False
82,Fe,134.743,2511.6,0.0,23.8,0.45,107.0,False
82,Si,77.808,25994.7,190.7,105.8,0.14,59.0,False
82,Ca,107.775,762.4,294.0,245.5,0.61,14.0,False
82,Cr,159.16,5.0,71.8,65.5,43.63,50.0,True
82,Ni,115.404,25.3,38.4,35.5,5.09,66.0,False
82,Al,90.986,22.9,82.2,64.0,9.11,24.0,False
83,Mg,107.54,51789.1,298.1,224.8,0.1,38.0,False
83,Mn,146.037,169.2,101.4,92.0,1.46,35.0,False
83,Fe,134.743,2848.2,0.0,27.4,0.42,115.0,False
83,Si,77.808,25228.8,194.3,113.0,0.14,60.0,False
83,Ca,107.775,661.3,295.4,257.6,0.68,14.0,False
83,Cr,159.16,-0.5,74.7,71.1,100.0,52.0,True
83,Ni,115.404,15.4,41.1,34.4,8.0,67.0,False
83,Al,90.986,15.9,86.3,71.4,13.31,25.0,False
84,Mg,107.54,52065.2,298.3,223.3,0.1,38.0,False
84,Mn,146.037,173.6,96.4,91.5,1.42,35.0,False
84,Fe,134.743,2829.9,0.0,27.6,0.42,115.0,False
84,Si,77.808,25843.5,201.7,115.3,0.14,61.0,False
84,Ca,107.775,650.0,295.3,256.4,0.69,14.0,False
84,Cr,159.16,2.3,71.9,71.6,94.37,51.0,True
84,Ni,115.404,17.2,39.9,34.7,7.19,67.0,False
84,Al,90.986,19.9,82.9,67.8,10.5,24.0,False
85,Mg,107.54,51923.3,301.8,221.1,0.1,38.0,False
85,Mn,146.037,176.5,98.4,91.3,1.4,35.0,False
85,Fe,134.743,2845.2,0.0,25.9,0.42,111.0,False
85,Si,77.808,25931.4,196.8,116.4,0.14,61.0,False
85,Ca,107.775,642.6,294.4,253.9,0.7,14.0,False
85,Cr,159.16,2.8,73.0,68.4,79.03,51.0,True
85,Ni,115.404,17.2,38.0,35.0,7.14,66.0,False
85,Al,90.986,15.9,85.2,67.8,13.16,25.0,False
86,Mg,107.54,52375.4,288.2,228.0,0.1,38.0,False
86,Mn,146.037,178.0,97.7,88.0,1.39,35.0,False
86,Fe,134.743,2764.6,0.0,25.3,0.43,110.0,False
86,Si,77.808,25251.3,194.9,114.0,0.14,60.0,False
86,Ca,107.775,688.2,295.5,252.4,0.66,14.0,False
86,Cr,159.16,0.5,70.8,70.4,404.84,51.0,True
86,Ni,115.404,17.0,39.8,35.1,7.3,67.0,False
86,Al,90.986,15.2,87.5,65.6,13.77,25.0,False
87,Mg,107.54,52379.6,292.7,221.1,0.1,38.0,False
87,Mn,146.037,177.3,97.5,88.4,1.39,35.0,False
87,Fe,134.743,2785.1,0.0,23.1,0.43,105.0,False
87,Si,77.808,25243.6,200.1,116.7,0.14,61.0,False
87,Ca,107.775,696.1,293.8,255.8,0.66,14.0,False
87,Cr,159.16,-0.4,74.6,71.4,100.0,52.0,True
87,Ni,115.404,18.7,39.5,33.9,6.62,66.0,False
87,Al,90.986,12.1,88.8,66.9,17.3,25.0,False
88,Mg,107.54,52316.4,295.7,230.7,0.1,39.0,False
88,Mn,146.037,177.4,98.5,86.7,1.39,35.0,False
88,Fe,134.743,2753.3,0.0,23.9,0.43,107.0,False
88,Si,77.808,25217.2,197.9,111.5,0.14,61.0,False
88,Ca,107.775,687.3,296.8,249.7,0.66,14.0,False
88,Cr,159.16,2.2,71.9,70.7,97.95,51.0,True
88,Ni,115.404,16.9,37.2,33.1,7.15,65.0,False
88,Al,90.986,18.1,84.1,64.5,11.45,24.0,False
89,Mg,107.54,66134.1,305.5,241.0,0.09,39.0,False
89,Mn,146.037,70.8,87.8,82.0,2.84,33.0,False
89,Fe,134.743,1379.4,0.0,22.0,0.61,103.0,False
89,Si,77.808,26077.2,192.6,109.5,0.14,60.0,False
89,Ca,107.775,206.1,272.9,235.1,1.69,14.0,False
89,Cr,159.16,8.5,64.1,64.5,25.07,49.0,False
89,Ni,115.404,50.3,37.5,33.4,2.82,65.0,False
89,Al,90.986,22.1,76.9,62.4,9.21,23.0,False
90,Mg,107.54,66233.8,298.0,245.0,0.09,39.0,False
90,Mn,146.037,69.0,92.1,80.6,2.93,33.0,False
90,Fe,134.743,1370.9,0.0,21.9,0.61,103.0,False
90,Si,77.808,26200.0,179.7,109.2,0.14,58.0,False
90,Ca,107.775,212.1,270.7,233.8,1.64,14.0,False
90,Cr,159.16,7.7,65.7,64.1,27.87,49.0,False
90,Ni,115.404,42.0,36.2,33.0,3.25,64.0,False
90,Al,90.986,17.5,80.1,62.1,11.6,24.0,False
91,Mg,107.54,66105.7,309.5,234.4,0.09,39.0,False
91,Mn,146.037,69.7,90.1,77.4,2.87,33.0,False
91,Fe,134.743,1355.8,0.0,20.2,0.61,98.0,False
91,Si,77.808,26126.7,188.4,105.5,0.14,59.0,False
91,Ca,107.775,211.1,268.9,228.9,1.64,14.0,False
91,Cr,159.16,3.9,67.3,66.1,55.15,49.0,True
91,Ni,115.404,52.7,34.8,32.2,2.68,63.0,False
91,Al,90.986,16.6,80.9,65.2,12.32,24.0,False
92,Mg,107.54,53613.3,302.2,227.8,0.1,39.0,False
92,Mn,146.037,164.8,98.5,86.8,1.47,35.0,False
92,Fe,134.743,2632.2,0.0,25.2,0.44,110.0,False
92,Si,77.808,25174.5,191.2,111.1,0.14,60.0,False
92,Ca,107.775,812.5,297.2,250.4,0.59,14.0,False
92,Cr,159.16,0.1,74.6,67.5,3591.75,51.0,True
92,Ni,115.404,18.8,38.8,35.0,6.62,66.0,False
92,Al,90.986,16.6,84.3,66.8,12.51,24.0,False
93,Mg,107.54,53352.6,297.8,228.8,0.1,39.0,False
93,Mn,146.037,165.9,97.5,88.9,1.47,35.0,False
93,Fe,134.743,2678.7,0.0,27.4,0.43,115.0,False
93,Si,77.808,24995.4,194.8,112.7,0.14,60.0,False
93,Ca,107.775,802.2,291.6,249.8,0.59,14.0,False
93,Cr,159.16,2.1,72.1,68.3,105.45,51.0,True
93,Ni,115.404,22.4,38.5,33.5,5.61,65.0,False
93,Al,90.986,13.4,86.6,68.8,15.57,25.0,False
94,Mg,107.54,53474.4,300.5,225.2,0.1,38.0,False
94,Mn,146.037,157.7,100.5,89.6,1.53,35.0,False
94,Fe,134.743,2662.1,0.0,25.9,0.44,112.0,False
94,Si,77.808,24966.1,198.8,118.2,0.14,61.0,False
94,Ca,107.775,816.9,291.6,244.4,0.58,14.0,False
94,Cr,159.16,1.3,68.3,70.9,161.14,51.0,True
94,Ni,115.404,20.6,38.1,35.2,6.08,66.0,False
94,Al,90.986,16.7,84.6,67.1,12.48,24.0,False
95,Mg,107.54,55426.0,300.7,223.3,0.1,38.0,False
95,Mn,146.037,150.9,95.8,88.6,1.57,34.0,False
95,Fe,134.743,2434.5,0.0,24.0,0.46,107.0,False
95,Si,77.808,26083.9,194.7,114.9,0.14,61.0,False
95,Ca,107.775,839.4,289.9,250.8,0.57,14.0,False
95,Cr,159.16,7.9,68.3,71.6,27.97,51.0,False
95,Ni,115.404,23.7,40.3,32.3,5.34,66.0,False
95,Al,90.986,18.2,84.6,65.8,11.46,24.0,False
96,Mg,107.54,54072.9,301.7,234.2,0.1,39.0,False
96,Mn,146.037,155.2,97.8,87.8,1.54,35.0,False
96,Fe,134.743,2581.6,0.0,21.9,0.44,103.0,False
96,Si,77.808,25952.6,192.6,116.9,0.14,61.0,False
96,Ca,107.775,815.9,291.4,246.1,0.59,14.0,False
96,Cr,159.16,2.9,73.5,65.6,75.81,51.0,True
96,Ni,115.404,23.3,38.1,34.5,5.43,66.0,False
96,Al,90.986,17.3,81.7,69.8,12.01,24.0,False
97,Mg,107.54,54592.2,304.2,235.4,0.1,39.0,False
97,Mn,146.037,146.6,99.9,85.6,1.61,35.0,False
97,Fe,134.743,2527.7,0.0,24.9,0.45,109.0,False
97,Si,77.808,26041.8,193.8,113.0,0.14,60.0,False
97,Ca,107.775,828.2,286.6,252.7,0.58,14.0,False
97,Cr,159.16,4.0,72.6,68.0,54.78,51.0,True
97,Ni,115.404,20.0,39.0,36.3,6.31,67.0,False
97,Al,90.986,13.2,88.8,65.2,15.8,25.0,False
98,Mg,107.54,55806.2,294.9,233.2,0.1,39.0,False
98,Mn,146.037,142.6,97.2,85.0,1.64,34.0,False
98,Fe,134.743,2436.4,0.0,23.6,0.46,106.0,False
98,Si,77.808,26118.1,190.3,116.5,0.14,60.0,False
98,Ca,107.775,808.5,288.4,252.8,0.59,14.0,False
98,Cr,159.16,2.7,73.1,69.7,82.72,51.0,True
98,Ni,115.404,22.6,39.4,36.1,5.66,67.0,False
98,Al,90.986,19.5,80.6,66.3,10.62,24.0,False
99,Mg,107.54,55654.9,292.5,227.0,0.1,38.0,False
99,Mn,146.037,139.4,101.2,87.3,1.69,35.0,False
99,Fe,134.743,2474.4,0.0,25.4,0.45,110.0,False
99,Si,77.808,26007.2,189.1,116.8,0.14,60.0,False
99,Ca,107.775,806.1,288.7,247.9,0.59,14.0,False
99,Cr,159.16,4.3,70.3,68.5,50.62,51.0,True
99,Ni,115.404,23.0,38.2,34.4,5.48,66.0,False
99,Al,90.986,16.1,85.2,66.3,12.94,24.0,False
100,Mg,107.54,55775.9,292.6,232.3,0.1,38.0,False
100,Mn,146.037,141.3,96.8,89.5,1.66,35.0,False
100,Fe,134.743,2448.6,0.0,24.2,0.45,108.0,False
100,Si,77.808,26150.9,190.8,112.2,0.14,60.0,False
100,Ca,107.775,818.0,289.2,247.5,0.58,14.0,False
100,Cr,159.16,3.4,70.9,67.1,64.49,50.0,True
100,Ni,115.404,23.8,38.5,32.5,5.29,65.0,False
100,Al,90.986,17.2,83.7,64.6,12.0,24.0,False
101,Mg,107.54,51724.2,283.1,227.9,0.1,38.0,False
101,Mn,146.037,165.8,98.5,90.5,1.47,35.0,False
101,Fe,134.743,2830.5,0.0,26.0,0.42,112.0,False
101,Si,77.808,25168.5,198.2,109.0,0.14,60.0,False
101,Ca,107.775,569.0,295.1,252.7,0.76,14.0,False
101,Cr,159.16,4.2,71.5,70.5,52.46,51.0,True
101,Ni,115.404,23.4,37.8,32.2,5.34,65.0,False
101,Al,90.986,16.9,86.3,67.4,12.4,25.0,False
102,Mg,107.54,51827.6,284.1,229.1,0.1,38.0,False
102,Mn,146.037,168.0,98.4,86.2,1.45,35.0,False
102,Fe,134.743,2819.9,0.0,25.4,0.42,110.0,False
102,Si,77.808,25112.4,194.5,111.6,0.14,60.0,False
102,Ca,107.775,561.2,294.5,253.0,0.77,14.0,False
102,Cr,159.16,2.0,75.6,67.3,109.57,51.0,True
102,Ni,115.404,21.7,38.7,33.8,5.77,66.0,False
102,Al,90.986,14.0,88.9,69.4,15.06,25.0,False
103,Mg,107.54,51831.6,297.5,227.6,0.1,38.0,False
103,Mn,146.037,165.8,101.7,88.3,1.48,35.0,False
103,Fe,134.743,2833.6,0.0,26.0,0.42,112.0,False
103,Si,77.808,25302.1,194.3,113.8,0.14,60.0,False
103,Ca,107.775,565.6,293.5,253.8,0.77,14.0,False
103,Cr,159.16,1.5,72.9,70.4,150.92,51.0,True
103,Ni,115.404,22.6,39.5,34.7,5.61,66.0,False
103,Al,90.986,18.3,84.5,69.9,11.49,25.0,False
104,Mg,107.54,58827.7,293.1,236.3,0.09,39.0,False
104,Mn,146.037,117.5,93.6,86.5,1.9,34.0,False
104,Fe,134.743,2097.5,0.0,21.1,0.49,101.0,False
104,Si,77.808,25911.5,185.4,104.8,0.14,59.0,False
104,Ca,107.775,719.4,281.3,243.9,0.64,14.0,False
104,Cr,159.16,14.7,66.5,65.9,15.02,49.0,False
104,Ni,115.404,30.6,39.7,34.1,4.31,66.0,False
104,Al,90.986,18.1,79.3,65.3,11.28,24.0,False
105,Mg,107.54,58946.2,290.3,231.7,0.09,38.0,False
105,Mn,146.037,115.3,93.8,84.2,1.93,34.0,False
105,Fe,134.743,2095.1,0.0,24.7,0.49,109.0,False
105,Si,77.808,25881.4,191.3,107.5,0.14,59.0,False
105,Ca,107.775,701.1,288.3,245.0,0.65,14.0,False
105,Cr,159.16,12.4,67.0,71.7,18.07,51.0,False
105,Ni,115.404,33.0,37.6,33.3,3.99,65.0,False
105,Al,90.986,17.9,83.8,66.3,11.61,24.0,False
106,Mg,107.54,58893.1,286.9,242.0,0.09,39.0,False
106,Mn,146.037,117.8,92.2,84.5,1.89,34.0,False
106,Fe,134.743,2081.9,0.0,22.7,0.49,104.0,False
106,Si,77.808,25896.9,187.2,108.7,0.14,59.0,False
106,Ca,107.775,709.7,279.4,241.7,0.64,14.0,False
106,Cr,159.16,11.9,64.5,67.5,18.45,49.0,False
106,Ni,115.404,30.1,36.3,32.1,4.26,64.0,False
106,Al,90.986,15.2,81.4,64.6,13.43,24.0,False
107,Mg,107.54,59866.6,300.7,240.8,0.09,39.0,False
107,Mn,146.037,108.9,95.8,85.5,2.03,34.0,False
107,Fe,134.743,1985.5,0.0,23.3,0.5,106.0,False
107,Si,77.808,25910.4,182.4,106.9,0.14,59.0,False
