,Li7,B11,Na23,Mg24,Al27,Si29,P31,K39,Ca43,Sc45,Ti47,V51,Mn55,Fe57,As75,Rb85,Sr88,Y89,Zr90,Nb93,Cs133,Ba138,La139,Ce140,Pr141,Nd146,Sm147,Eu151,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,Pb208,Th232,U238
014BCR2G,7.41,3.94,22769.95,20394.13,70870.83,243901.92,1367.88,14391.35,50900.0,35.09,13583.31,404.07,1430.87,87447.33,0.53,46.08,334.46,35.84,182.19,12.5,1.09,660.47,23.92,50.78,6.46,28.55,6.25,1.94,6.73,1.035,6.31,1.28,3.68,0.54,3.52,0.539,4.9,0.835,11.08,6.19,1.72
015MC22-1-16,5.1,1.22,20562.38,232828.48,68050.4,284910.28,2543.37,9764.58,88337.04,38.06,19325.18,308.06,2454.12,147266.05,0.71,29.62,887.36,20.75,291.34,93.89,0.344,400.57,62.11,127.59,14.66,57.33,9.25,2.88,6.8,0.877,4.62,0.88,2.47,0.262,1.37,0.288,6.86,4.96,11.88,7.32,1.88
016MC22-1-20,3.67,1.34,19468.77,28620.62,70750.84,168647.69,1732.0,8132.88,96484.63,36.79,25114.34,373.63,1104.18,64490.9,0.36,22.0,748.44,30.41,307.45,63.65,0.249,308.48,42.6,88.95,11.22,52.14,10.29,3.08,7.41,1.06,6.56,1.16,2.98,0.336,2.04,0.375,7.63,3.54,6.07,4.58,1.27
017MC22-1-21,4.47,0.95,15344.5,107028.45,59117.61,189700.77,1182.82,5739.62,94269.05,33.69,23916.99,287.85,1806.7,109588.72,0.37,11.69,3855.13,24.87,275.61,57.6,0.137,368.46,37.45,78.94,10.63,50.12,9.81,2.45,6.11,0.839,6.06,1.04,2.46,0.308,1.92,0.391,5.96,2.8,8.99,4.65,1.17
018MC22-1-26,7.33,1.54,30900.85,30189.96,80352.15,207945.72,2456.18,11276.95,95484.05,30.08,18899.87,284.17,1501.65,82007.19,0.69,38.32,1183.1,35.05,395.12,95.9,0.47,481.34,75.35,150.79,17.47,67.86,11.77,3.56,10.14,1.35,7.44,1.28,3.32,0.465,2.68,0.36,8.82,5.9,5.22,8.82,2.08
019MC22-1-26B,7.07,1.82,30029.12,31361.74,78365.78,204026.72,2441.65,11191.87,95484.05,30.82,18538.85,279.02,1483.01,79970.2,0.72,36.3,1169.94,35.21,397.16,94.46,0.44,469.34,74.06,147.83,17.53,67.29,11.83,3.42,10.12,1.38,7.24,1.28,3.09,0.429,2.73,0.389,8.72,5.85,18.13,9.01,1.91
020MC22-1-27,5.7,1.57,25121.98,21731.77,70488.98,174514.03,2268.46,12721.8,75615.36,17.93,16016.61,212.8,1259.88,66244.79,0.72,39.7,1241.61,31.82,372.44,85.9,0.48,453.51,63.43,144.71,18.79,65.85,9.82,2.88,7.73,1.26,6.21,1.09,2.58,0.342,2.47,0.286,6.55,4.71,21.82,7.71,1.66
021MC22-2-1,5.2,0.96,17005.31,519711.91,76921.13,491516.72,1786.53,8273.93,90052.32,47.17,16352.89,214.67,3556.48,219087.5,0.31,15.78,760.17,29.94,298.4,48.69,0.174,187.02,29.03,80.21,11.87,50.02,7.34,1.91,5.37,1.19,5.18,0.77,1.61,0.225,2.88,0.294,5.63,2.14,100.83,3.68,0.98
022MC22-2-5,3.61,0.88,23006.44,31592.42,71867.45,170653.77,1900.95,9979.52,88194.09,31.71,19300.11,286.62,1039.76,64840.56,0.46,27.29,883.03,25.18,288.92,80.93,0.303,380.46,62.77,120.21,13.43,50.92,7.93,2.32,7.15,1.035,5.13,0.92,2.41,0.298,2.11,0.269,6.41,4.76,3.72,6.61,1.5
023MC22-2-8,3.09,5.8,11938.23,136057.78,45683.98,208577.73,1904.76,7952.87,93482.88,28.16,16378.47,241.05,1659.64,107640.5,0.69,16.06,742.53,19.86,246.33,86.19,0.167,252.32,42.65,85.75,12.43,52.15,8.04,2.21,5.06,0.79,4.63,0.541,1.92,0.218,1.79,0.157,4.03,3.56,153.69,6.04,1.38
024KL2,5.07,2.67,18232.34,45009.12,73842.78,243282.55,1137.23,3938.91,77901.7,31.33,15301.9,304.17,1274.33,88705.16,0.19,8.58,359.0,26.11,154.58,14.98,0.115,131.64,14.4,33.36,4.64,21.81,5.53,1.91,6.13,0.939,5.54,1.03,2.73,0.361,2.14,0.305,4.51,1.05,2.17,1.09,0.513
025KL2,4.99,2.17,16495.44,43181.3,70714.1,235469.27,1106.62,3869.52,77901.69,31.8,14851.05,294.01,1192.07,76965.73,0.197,8.36,358.73,26.21,153.34,14.44,0.105,118.46,12.9,32.85,4.73,21.53,5.46,2.0,5.65,0.877,5.41,0.99,2.55,0.365,2.1,0.264,3.89,0.94,1.97,1.03,0.515
026KL2,5.01,2.4,18086.45,44651.37,72615.41,229585.39,1066.42,3712.55,77901.7,32.87,15784.55,322.67,1334.53,87010.06,0.194,8.7,368.16,26.9,155.58,15.11,0.13,128.28,14.03,33.15,4.76,22.94,5.83,2.08,6.34,0.95,5.61,1.07,2.66,0.333,2.27,0.297,4.33,1.05,2.05,1.13,0.571
027N612,30.08,38.42,90517.38,63.4,9521.14,271647.69,38.87,144.99,85048.7,38.47,46.68,35.7,33.14,155.07,14.1,28.33,78.41,38.8,36.98,38.06,36.98,38.76,33.35,36.7,36.63,35.02,34.94,34.17,35.57,36.72,34.53,36.79,37.28,36.29,38.88,36.67,35.71,38.04,36.28,36.44,34.28
028BCR2G,7.73,3.59,23688.53,21307.9,72180.73,249400.41,1345.38,14725.34,50900.0,34.05,13594.67,417.59,1529.86,93053.38,0.52,47.08,332.07,34.99,181.6,12.72,1.18,666.44,24.39,50.39,6.35,27.53,5.77,1.94,6.35,1.005,6.22,1.29,3.79,0.516,3.68,0.503,4.96,0.811,11.14,6.13,1.75
029MC22-2-9,4.79,1.21,24704.21,34818.71,75205.46,198089.83,2563.51,12653.72,85907.06,29.94,20038.05,308.84,1278.03,78422.77,0.68,33.25,954.8,27.66,314.64,94.26,0.369,415.94,67.98,135.28,15.82,62.71,10.33,3.06,8.55,1.07,5.79,1.02,2.45,0.314,2.21,0.256,7.28,5.55,3.78,7.19,1.87
030MC22-2-23,4.58,1.74,24710.27,31051.54,78683.25,203731.45,3003.66,10543.19,95555.52,34.24,20719.46,351.13,1166.8,74768.54,0.72,33.83,884.07,27.48,304.27,82.81,0.394,393.21,56.3,112.61,12.74,48.65,8.53,2.73,7.85,1.08,5.58,1.05,2.72,0.333,2.23,0.306,7.43,5.24,4.2,6.56,1.69
031MC22-2-35,5.38,3.24,22292.03,339160.94,80013.44,363795.75,1659.47,7549.2,86049.99,38.25,19023.78,290.69,3497.18,220236.08,0.72,21.91,765.68,28.81,265.76,59.08,0.233,324.98,46.1,95.72,11.13,44.95,7.84,2.5,7.9,1.08,5.32,1.03,2.82,0.362,2.35,0.241,6.2,3.91,74.48,4.64,0.96
032MC22-2-32,3.95,1.51,22092.54,56044.2,77315.71,201766.55,1787.11,8870.85,84692.06,27.32,17378.57,263.03,1319.15,83160.84,0.52,22.83,797.7,29.27,272.43,71.44,0.287,307.12,49.32,98.47,11.87,49.3,8.7,2.6,7.38,1.16,5.99,0.95,2.4,0.407,2.08,0.382,5.03,4.25,2.58,5.83,1.27
034MC22-2-30,8.81,3.47,20665.05,934193.31,76804.52,785817.88,1494.25,8564.73,92696.71,62.21,16003.47,192.41,7135.28,433401.66,0.89,22.48,723.17,28.26,275.98,54.46,0.208,280.28,38.67,86.5,9.97,43.22,8.28,2.32,6.54,1.12,5.3,0.97,2.57,0.228,2.35,0.282,5.8,3.22,210.04,3.6,0.87
035MC22-2-24,6.83,2.23,21858.63,171186.28,56704.34,255527.78,2668.76,10868.67,83048.25,24.5,15787.53,247.06,2780.67,144333.52,0.98,33.59,1135.25,33.21,359.99,107.88,0.41,519.37,76.7,162.45,18.94,67.08,11.54,3.39,8.38,1.11,5.61,1.2,2.98,0.481,2.63,0.322,7.83,5.64,6.3,8.66,2.2
036MC22-2-27,4.0,2.16,23147.86,30517.71,70238.51,188885.25,2002.68,9947.73,91696.13,29.19,17651.56,300.63,1021.94,66192.48,0.55,28.96,811.48,27.23,262.64,80.48,0.352,352.6,61.1,112.73,13.31,54.41,8.23,2.73,7.48,0.99,5.69,0.91,2.37,0.289,2.28,0.267,5.94,4.38,6.21,6.38,1.57
